diagnostico_principal;contexto;poscoordinacion;ruido_clinico;tiempo_respuesta;explicacion
Otras condropatías especificadas;Error en contexto;Error en poscoordinacion;Error en ruido;7.74;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Accidente cerebrovascular isquémico, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.8;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Infarto agudo del miocardio, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.74;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Erupción cutánea maculopapulosa aguda;Error en contexto;Error en poscoordinacion;Error en ruido;7.65;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Enfermedad pulmonar obstructiva crónica con exacerbación aguda, no especificada;Error en contexto;Error en poscoordinacion;Error en ruido;60.99;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
Esta es una conversación entre un usuario y un as..."
Pancreatitis aguda, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;31.72;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Trastorno de adaptación;Error en contexto;Error en poscoordinacion;Error en ruido;7.53;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Insuficiencia cardíaca crónica;Error en contexto;Error en poscoordinacion;Error en ruido;7.72;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Arritmia cardíaca, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.71;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Hipertensión esencial, sin especificación con mal control;Error en contexto;Error en poscoordinacion;Error en ruido;7.74;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Hipertensión esencial, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.73;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Hemorragia gastrointestinal, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.66;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Angina inestable;Error en contexto;Error en poscoordinacion;Error en ruido;7.44;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Anemia ferropénica adquirida hemorrágica, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.67;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Várices esofágicas sangrantes;Error en contexto;Error en poscoordinacion;Error en ruido;7.58;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Taquicardia auriculoventricular recíproca, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.67;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Insuficiencia respiratoria aguda de tipo I;Error en contexto;Error en poscoordinacion;Error en ruido;7.62;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Carcinoma de células renales del riñón, excepto de la pelvis renal;Error en contexto;Error en poscoordinacion;Error en ruido;7.63;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Ajuste o manejo de un marcapasos cardíaco;Error en contexto;Error en poscoordinacion;Error en ruido;7.68;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Enfermedad pulmonar obstructiva crónica con exacerbación aguda, no especificada;Error en contexto;Error en poscoordinacion;Error en ruido;61.64;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
Esta es una conversación entre un usuario y un as..."
Pielonefritis bacteriana aguda;Error en contexto;Error en poscoordinacion;Error en ruido;31.73;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Pielonefritis aguda;Error en contexto;Error en poscoordinacion;Error en ruido;7.53;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Anemia ferropénica adquirida hemorrágica, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.62;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Anemia debida a una enfermedad crónica, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.67;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Infección urinaria, localización y microbio patógeno no especificados;Error en contexto;Error en poscoordinacion;Error en ruido;7.73;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Acidosis, sin especificación resuelta;Error en contexto;Error en poscoordinacion;Error en ruido;7.64;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Inflamación del colon;Error en contexto;Error en poscoordinacion;Error en ruido;7.36;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Sepsis con choque séptico;Error en contexto;Error en poscoordinacion;Error en ruido;7.61;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Neumonía bacteriana, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.61;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Infarto agudo de miocardio con elevación del segmento ST;Error en contexto;Error en poscoordinacion;Error en ruido;7.64;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Bloqueo auriculoventricular completo, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.68;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Dispositivos cardiovasculares asociados con lesión o daño: catéter venoso central;Error en contexto;Error en poscoordinacion;Error en ruido;61.36;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
Esta es una conversación entre un usuario y un si..."
Otra hipertensión esencial especificada;Error en contexto;Error en poscoordinacion;Error en ruido;31.9;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Neumonía, organismo sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.62;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Insuficiencia respiratoria crónica de tipo I;Error en contexto;Error en poscoordinacion;Error en ruido;7.63;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Sepsis sin choque séptico;Error en contexto;Error en poscoordinacion;Error en ruido;7.68;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Trastorno esquizoafectivo, episodios múltiples, en remisión parcial;Error en contexto;Error en poscoordinacion;Error en ruido;12.96;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
Esta conversación se lleva a cabo entre un usuari..."
Enfermedad renal crónica, sin especificación de grado;Error en contexto;Error en poscoordinacion;Error en ruido;7.6;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Choque cardiogénico;Error en contexto;Error en poscoordinacion;Error en ruido;7.63;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Trombosis venosa profunda de la extremidad inferior;Error en contexto;Error en poscoordinacion;Error en ruido;7.72;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Hipertensión esencial, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.63;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Pancreatitis aguda, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.65;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Cardiomiopatía isquémica, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.71;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Hipoglucemia sin diabetes asociada POR gLIBENCLAMIDA;Error en contexto;Error en poscoordinacion;Error en ruido;14.27;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
Una conversación entre un usuario y una inteligen..."
Anemia ferropénica, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.76;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Hemorragia gastrointestinal, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.77;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Angina estable;Error en contexto;Error en poscoordinacion;Error en ruido;65.09;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A un usuario que necesita ayuda con el lenguaje n..."
Infarto agudo del miocardio, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;31.8;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Reacciones cutáneas adversas a la medicación, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;61.7;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A un usuario que solicita ayuda con el diagnóstic..."
Hipertensión esencial, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;31.74;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Metástasis de neoplasia maligna a la pleura;Error en contexto;Error en poscoordinacion;Error en ruido;7.67;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Dependencia de cocaína, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.73;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Trastorno de personalidad, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.78;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Accidente cerebrovascular isquémico, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.77;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Zóster oftálmico;Error en contexto;Error en poscoordinacion;Error en ruido;7.76;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Sepsis sin choque séptico;Error en contexto;Error en poscoordinacion;Error en ruido;7.55;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Arteriolopatía calcificada;Error en contexto;Error en poscoordinacion;Error en ruido;7.68;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Esquizofrenia, primer episodio, en remisión parcial;Error en contexto;Error en poscoordinacion;Error en ruido;7.69;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Insuficiencia respiratoria;Error en contexto;Error en poscoordinacion;Error en ruido;7.69;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
Síncope y colapso, sin especificación;Error en contexto;Error en poscoordinacion;Error en ruido;7.82;"Error al procesar JSON o API: El modelo no generó un JSON. Respuesta cruda: 
A chat between a curious user and an artificial i..."
